Year ,District,PPM
2022,TIRUPPUR,29.624
2022,TIRUPPUR,30.682
2022,TIRUPPUR,32.798
2022,TIRUPPUR,30.682
2022,TIRUPPUR,40.204
2022,TIRUPPUR,31.74
2022,TIRUPPUR,29.624
2022,TIRUPPUR,15.87
2022,TIRUPPUR,30.682
2022,TIRUPPUR,22.218
2022,TIRUPPUR,37.03
2022,TIRUPPUR,33.856
2022,TIRUPPUR,19.044
2022,TIRUPPUR,26.45
2022,TIRUPPUR,31.74
2022,TIRUPPUR,35.972
2022,TIRUPPUR,32.798
2022,TIRUPPUR,21.16
2022,TIRUPPUR,23.276
2022,TIRUPPUR,26.45
2022,TIRUPPUR,35.972
2022,Dindigul,29.6
2022,Dindigul,23.3
2022,Dindigul,0.0
2022,Dindigul,13.8
2022,Dindigul,28.6
2022,Dindigul,18.0
2022,Dindigul,56.1
2022,Dindigul,25.4
2022,Dindigul,31.7
2022,Dindigul,33.9
2022,Dindigul,45.5
2022,Dindigul,38.1
2022,Dindigul,45.5
2022,Dindigul,40.2
2022,Dindigul,42.3
2022,Dindigul,26.5
2022,Dindigul,32.8
2022,Dindigul,40.2
2022,Dindigul,3.2
2022,Dindigul,58.2
2022,Dindigul,40.2
2022,Dindigul,43.4
2022,Dindigul,30.7
2022,Dindigul,32.8
2022,Dindigul,29.6
2022,Dindigul,32.798
2022,Dindigul,29.624
2022,Dindigul,28.566
2022,Dindigul,38.088
2022,Dindigul,34.914
2022,Dindigul,28.566
2022,Dindigul,26.45
2022,Dindigul,29.624
2022,Dindigul,34.914
2022,Dindigul,27.508
2022,Dindigul,22.218
2022,Dindigul,15.87
2022,Dindigul,31.74
2022,Dindigul,25.392
2022,Dindigul,20.102
2022,Dindigul,47.61
2022,Dindigul,24.334
2022,Dindigul,32.798
2022,Dindigul,31.74
2022,Dindigul,41.262
2022,Dindigul,29.624
2022,Dindigul,32.798
2022,Dindigul,32.798
2022,Dindigul,16.928
2022,Dindigul,20.102
2022,Dindigul,32.798
2022,Dindigul,20.102
2022,Dindigul,27.508
2022,Dindigul,15.87
2022,Dindigul,33.856
2022,Dindigul,19.044
2022,Dindigul,26.45
2022,Dindigul,24.334
2022,Dindigul,32.798
2022,Dindigul,27.508
2022,Dindigul,28.566
2022,Dindigul,32.798
2022,Dindigul,28.566
2022,Dindigul,24.334
2022,Dindigul,19.044
2022,Dindigul,14.812
2022,Dindigul,29.624
2022,Dindigul,30.682
2022,Dindigul,27.508
2022,Dindigul,21.16
2022,Dindigul,31.74
2022,Tirunelveli,42.3
2022,Tirunelveli,46.6
2022,Tirunelveli,11.6
2022,Tirunelveli,49.7
2022,Tirunelveli,43.378
2022,Tirunelveli,31.74
2022,Tirunelveli,24.334
2022,Tirunelveli,51.842
2022,Tirunelveli,12.696
2022,Tirunelveli,25.392
2022,Tirunelveli,10.58
2022,Tirunelveli,21.16
2022,Tirunelveli,28.566
2022,Tirunelveli,29.624
2022,Tirunelveli,17.986
2022,Tirunelveli,14.812
2022,Tirunelveli,23.276
2022,Tirunelveli,32.798
2022,Tirunelveli,26.45
2022,Tirunelveli,23.276
2022,Tirunelveli,16.928
2022,Tirunelveli,29.624
2022,Tirunelveli,19.044
2022,Tirunelveli,32.798
2022,Tirunelveli,14.812
2022,Tirunelveli,29.624
2022,Tirunelveli,23.276
2022,Tirunelveli,26.45
2022,Tirunelveli,23.276
2022,TIRUNELVELI,31.74
2022,TIRUNELVELI,26.45
2022,TIRUNELVELI,21.16
2022,TIRUNELVELI,28.566
2022,TIRUNELVELI,34.914
2022,TIRUNELVELI,30.682
2022,Kallakuruchi,46.6
2022,Kallakuruchi,48.7
2022,Kallakuruchi,20.102
2022,Kallakuruchi,12.696
2022,Kallakuruchi,24.334
2022,Kallakuruchi,35.972
2022,Kallakuruchi,9.522
2022,Kallakuruchi,14.812
2022,Kallakuruchi,14.812
2022,Kallakuruchi,34.914
2022,Kallakuruchi,8.464
2022,Kallakuruchi,28.566
2022,Kallakuruchi,42.32
2022,Kallakuruchi,29.624
2022,Kallakuruchi,38.088
2022,Kallakuruchi,33.856
2022,Kallakuruchi,40.204
2022,Kallakuruchi,25.392
2022,Kallakuruchi,41.262
2022,Kallakuruchi,40.204
2022,Kallakuruchi,38.088
2022,Kallakuruchi,11.638
2022,Kallakuruchi,29.624
2022,Kallakuruchi,33.856
2022,Kallakuruchi,28.566
2022,Kallakuruchi,27.508
2022,Kallakuruchi,34.914
2022,Kallakuruchi,46.552
2022,Kallakuruchi,7.406
2022,Kallakuruchi,39.146
2022,Kallakuruchi,22.218
2022,Kallakuruchi,20.102
2022,Kallakuruchi,4.232
2022,Kallakuruchi,33.856
2022,Kallakuruchi,11.638
2022,Kallakuruchi,33.856
2022,Kallakuruchi,32.798
2022,Kallakuruchi,13.754
2022,Kallakuruchi,34.914
2022,Kallakuruchi,10.58
2022,Kallakuruchi,40.204
2022,Kallakuruchi,17.986
2022,Kallakuruchi,9.522
2022,Kallakuruchi,8.464
2022,Kallakuruchi,26.45
2022,Kallakuruchi,21.16
2022,Kallakuruchi,9.522
2022,Kallakuruchi,16.928
2022,Kallakuruchi,35.972
2022,Kallakuruchi,17.986
2022,Kallakuruchi,39.146
2022,Kallakuruchi,21.16
2022,Kallakuruchi,20.102
2022,Kallakuruchi,16.928
2022,Kallakuruchi,13.754
2022,Kallakuruchi,42.32
2022,Kallakuruchi,35.972
2022,Kallakuruchi,33.856
2022,Kallakuruchi,22.218
2022,Kallakuruchi,27.508
2022,Kallakuruchi,10.58
2022,Kallakuruchi,20.102
2022,Kallakuruchi,15.87
2022,Kallakuruchi,45.494
2022,Kallakuruchi,31.74
2022,Kallakuruchi,8.464
2022,Kallakuruchi,12.696
2022,Kallakuruchi,3.174
2022,Kallakuruchi,53.958
2022,Kallakuruchi,32.798
2022,Kallakuruchi,24.334
2022,Kallakuruchi,31.74
2022,Kallakuruchi,29.624
2022,Kallakuruchi,25.392
2022,Kallakuruchi,31.74
2022,Kallakuruchi,30.682
2022,Kallakuruchi,31.74
2022,Kallakuruchi,28.566
2022,Kallakuruchi,29.624
2022,Kallakuruchi,25.392
2022,Kallakuruchi,31.74
2022,Kallakuruchi,33.856
2022,Kallakuruchi,15.87
2022,Kallakuruchi,37.03
2022,Kallakuruchi,8.464
2022,Kallakuruchi,31.74
2022,Kallakuruchi,9.522
2022,Kallakuruchi,9.522
2022,Kallakuruchi,10.58
2022,Kallakuruchi,21.16
2022,Kallakuruchi,10.58
2022,Kallakuruchi,26.45
2022,Kallakuruchi,10.58
2022,Kallakuruchi,5.29
2022,Kallakuruchi,23.276
2022,Kallakuruchi,14.812
2022,Kallakuruchi,11.638
2022,Kallakuruchi,8.464
2022,Kallakuruchi,14.812
2022,Kallakuruchi,5.29
2022,Kallakuruchi,17.986
2022,Kallakuruchi,21.16
2022,Kallakuruchi,20.102
2022,Kallakuruchi,21.16
2022,Kallakuruchi,5.29
2022,Kallakuruchi,15.87
2022,Kallakuruchi,15.87
2022,Kallakuruchi,31.74
2022,Kallakuruchi,31.74
2022,Kallakuruchi,27.508
2022,Kallakuruchi,15.87
2022,Kallakuruchi,28.566
2022,Kallakuruchi,44.436
2022,Kallakuruchi,31.74
2022,Kallakuruchi,26.45
2022,Kallakuruchi,35.972
2022,Kallakuruchi,9.522
2022,Kanchipuram,60.306
2022,Kanchipuram,44.436
2022,Kanchipuram,50.784
2022,Kanchipuram,66.654
2022,Kanchipuram,28.566
2022,Kanchipuram,24.334
2022,Kanchipuram,40.204
2022,Kanchipuram,41.262
2022,Kanchipuram,65.596
2022,Kanchipuram,45.494
2022,Kanchipuram,47.61
2022,Kanchipuram,47.61
2022,Kanchipuram,37.03
2022,Virudhunagar,25.392
2022,Virudhunagar,20.102
2022,Virudhunagar,23.276
2022,Virudhunagar,22.218
2022,Virudhunagar,46.552
2022,Virudhunagar,8.464
2022,Virudhunagar,13.754
2022,Virudhunagar,24.334
2022,Virudhunagar,17.986
2022,Virudhunagar,17.986
2022,Virudhunagar,29.624
2022,Virudhunagar,19.044
2022,Virudhunagar,19.044
2022,Virudhunagar,13.754
2022,Virudhunagar,6.348
2022,Virudhunagar,20.102
2022,Virudhunagar,14.812
2022,Virudhunagar,6.348
2022,Virudhunagar,21.16
2022,Virudhunagar,7.406
2022,Virudhunagar,19.044
2022,Virudhunagar,13.754
2022,Virudhunagar,15.87
2022,Virudhunagar,9.522
2022,Virudhunagar,23.276
2022,Virudhunagar,51.842
2022,Virudhunagar,30.682
2022,Virudhunagar,16.928
2022,Virudhunagar,37.03
2022,Virudhunagar,31.74
2022,Virudhunagar,30.682
2022,Virudhunagar,9.522
2022,Virudhunagar,24.334
2022,Virudhunagar,26.45
2022,Virudhunagar,15.87
2022,Virudhunagar,8.464
2022,Virudhunagar,13.754
2022,Virudhunagar,21.16
2022,Virudhunagar,5.29
2022,Virudhunagar,30.682
2022,Virudhunagar,45.494
2022,Virudhunagar,27.508
2022,Virudhunagar,37.03
2022,Virudhunagar,12.696
2022,Virudhunagar,37.03
2022,Virudhunagar,34.914
2022,Virudhunagar,19.044
2022,Virudhunagar,14.812
2022,Virudhunagar,29.624
2022,Virudhunagar,14.812
2022,Virudhunagar,33.856
2022,Virudhunagar,22.218
2022,Virudhunagar,34.914
2022,Virudhunagar,16.928
2022,Virudhunagar,16.928
2022,Virudhunagar,27.5
2022,Virudhunagar,15.9
2022,Virudhunagar,33.9
2022,Virudhunagar,34.9
2022,Virudhunagar,15.9
2022,Virudhunagar,15.9
2022,Virudhunagar,13.8
2022,Virudhunagar,8.5
2022,Virudhunagar,13.8
2022,Virudhunagar,13.8
2022,Virudhunagar,44.436
2022,Virudhunagar,16.928
2022,Virudhunagar,14.812
2022,Virudhunagar,13.754
2022,Virudhunagar,35.972
2022,Virudhunagar,13.754
2022,Virudhunagar,10.58
2022,Virudhunagar,30.682
2022,Virudhunagar,15.87
2022,Virudhunagar,13.754
2022,Virudhunagar,27.508
2022,Virudhunagar,68.77
2022,Virudhunagar,46.552
2022,Virudhunagar,35.972
2022,Virudhunagar,13.754
2022,Virudhunagar,14.812
2022,Virudhunagar,35.972
2022,Virudhunagar,14.812
2022,Virudhunagar,23.276
2022,Virudhunagar,25.392
2022,Virudhunagar,24.334
2022,Virudhunagar,13.754
2022,Virudhunagar,51.842
2022,Virudhunagar,29.624
2022,Virudhunagar,15.87
2022,Virudhunagar,22.218
2022,Virudhunagar,12.696
2022,Virudhunagar,8.464
2022,Virudhunagar,5.29
2022,Virudhunagar,5.29
2022,Virudhunagar,47.61
2022,Virudhunagar,30.682
2022,Virudhunagar,17.986
2022,Virudhunagar,21.16
2022,Virudhunagar,22.218
2022,Virudhunagar,26.45
2022,Virudhunagar,21.16
2022,Virudhunagar,19.044
2022,Virudhunagar,19.044
2022,Virudhunagar,19.044
2022,Virudhunagar,24.334
2022,Virudhunagar,15.87
2022,Virudhunagar,25.392
2022,Virudhunagar,21.16
2022,Virudhunagar,16.928
2022,Virudhunagar,25.392
2022,Virudhunagar,30.682
2022,Virudhunagar,23.276
2022,Virudhunagar,24.334
2022,Virudhunagar,20.102
2022,Virudhunagar,16.928
2022,Virudhunagar,17.986
2022,Virudhunagar,14.812
2022,Virudhunagar,25.392
2022,Virudhunagar,16.928
2022,Virudhunagar,19.044
2022,Virudhunagar,29.624
2022,Virudhunagar,20.102
2022,Virudhunagar,14.812
2022,Virudhunagar,21.16
2022,Virudhunagar,10.58
2022,Virudhunagar,17.986
2022,Virudhunagar,23.276
2022,Virudhunagar,19.044
2022,Virudhunagar,20.102
2022,Virudhunagar,21.16
2022,Virudhunagar,24.334
2022,Virudhunagar,24.334
2022,Virudhunagar,9.522
2022,Virudhunagar,31.74
2022,Virudhunagar,5.29
2022,Virudhunagar,28.566
2022,Virudhunagar,6.348
2022,Virudhunagar,31.74
2022,Virudhunagar,10.58
2022,Virudhunagar,9.522
2022,Virudhunagar,58.19
2022,Virudhunagar,19.044
2022,Virudhunagar,19.044
2022,Virudhunagar,14.812
2022,Virudhunagar,5.29
2022,Virudhunagar,37.03
2022,Virudhunagar,21.16
2022,Virudhunagar,31.74
2022,Virudhunagar,42.32
2022,Virudhunagar,21.16
2022,Virudhunagar,24.334
2022,Virudhunagar,29.624
2022,Virudhunagar,14.812
2022,Virudhunagar,10.58
2022,Virudhunagar,10.58
2022,Virudhunagar,5.29
2022,Virudhunagar,11.638
2022,Virudhunagar,8.464
2022,Virudhunagar,6.348
2022,Virudhunagar,10.58
2022,Virudhunagar,10.58
2022,Virudhunagar,10.58
2022,Virudhunagar,0
2022,Virudhunagar,16.928
2022,Virudhunagar,21.16
2022,Virudhunagar,5.29
2022,Virudhunagar,10.58
2022,Virudhunagar,15.87
2022,Virudhunagar,27.508
2022,Virudhunagar,8.464
2022,Virudhunagar,23.276
2022,Virudhunagar,30.682
2022,Virudhunagar,16.928
2022,Virudhunagar,34.914
2022,Virudhunagar,28.566
2022,Virudhunagar,40.204
2022,Virudhunagar,27.508
2022,Virudhunagar,25.392
2022,Virudhunagar,26.45
2022,Virudhunagar,22.218
2022,Virudhunagar,19.044
2022,Virudhunagar,19.044
2022,Virudhunagar,31.74
2022,Virudhunagar,29.624
2022,Virudhunagar,20.102
2022,Virudhunagar,22.218
2022,Virudhunagar,15.87
2022,Virudhunagar,16.928
2022,Virudhunagar,31.74
2022,Virudhunagar,37.03
2022,Virudhunagar,23.276
2022,Virudhunagar,17.986
2022,Virudhunagar,19.044
2022,Virudhunagar,13.754
2022,Virudhunagar,30.682
2022,Chengalpattu,29.624
2022,Chengalpattu,52.9
2022,Chengalpattu,16.928
2022,Chengalpattu,33.856
2022,Chengalpattu,25.392
2022,Chengalpattu,57.132
2022,Chengalpattu,37.03
2022,Chengalpattu,42.32
2022,Chengalpattu,34.914
2022,Chengalpattu,38.088
2022,Chengalpattu,31.74
2022,Chengalpattu,35.972
2022,Chengalpattu,32.798
2022,Chengalpattu,38.088
2022,Chengalpattu,26.45
2022,Chengalpattu,50.784
2022,Chengalpattu,33.856
2022,Chengalpattu,26.45
2022,Chengalpattu,16.928
2022,Chengalpattu,43.378
2022,Chengalpattu,31.74
2022,Chengalpattu,46.552
2022,Chengalpattu,31.74
2022,Chengalpattu,34.914
2022,Chengalpattu,32.798
2022,Chengalpattu,32.798
2022,Chengalpattu,44.436
2022,Chengalpattu,35.972
2022,Chengalpattu,41.262
2022,Chengalpattu,37.03
2022,Chengalpattu,39.146
2022,CHENGALPATTU,39.146
2022,CHENGALPATTU,35.972
2022,CHENGALPATTU,9.522
2022,CHENGALPATTU,0
2022,CHENGALPATTU,38.088
2022,CHENGALPATTU,46.552
2022,CHENGALPATTU,41.262
2022,CHENGALPATTU,0
2022,CHENGALPATTU,44.436
2022,CHENGALPATTU,33.856
2022,CHENGALPATTU,34.914
2022,CHENGALPATTU,28.566
2022,CHENGALPATTU,23.276
2022,CHENGALPATTU,35.972
2022,CHENGALPATTU,29.624
2022,CHENGALPATTU,37.03
2022,CHENGALPATTU,41.262
2022,CHENGALPATTU,33.856
2022,CHENGALPATTU,35.972
2022,CHENGALPATTU,22.218
2022,CHENGALPATTU,33.856
2022,CHENGALPATTU,34.914
2022,CHENGALPATTU,39.146
2022,CHENGALPATTU,26.45
2022,Chengalpattu,31.74
2022,Chengalpattu,31.74
2022,Chengalpattu,26.45
2022,Chengalpattu,19.044
2022,Chengalpattu,16.928
2022,Chengalpattu,15.87
2022,Chengalpattu,11.638
2022,Chengalpattu,15.87
2022,Chengalpattu,32.798
2022,Chengalpattu,16.928
2022,Chengalpattu,16.928
2022,Chengalpattu,13.754
2022,Chengalpattu,15.87
2022,Chengalpattu,23.276
2022,Chengalpattu,37.03
2022,Chengalpattu,38.088
2022,CHENGALPATTU,40.204
2022,CHENGALPATTU,26.45
2022,CHENGALPATTU,37.03
2022,CHENGALPATTU,21.16
2022,CHENGALPATTU,45.494
2022,CHENGALPATTU,25.392
2022,CHENGALPATTU,47.61
2022,CHENGALPATTU,47.61
2022,Ramanathapuram,32.798
2022,Ramanathapuram,32.798
2022,Ramanathapuram,41.262
2022,Ramanathapuram,32.798
2022,Ramanathapuram,28.566
2022,Ramanathapuram,24.334
2022,Ramanathapuram,30.682
2022,Ramanathapuram,33.856
2022,Ramanathapuram,21.16
2022,Ramanathapuram,29.624
2022,Ramanathapuram,24.334
2022,Ramanathapuram,19.044
2022,Ramanathapuram,10.58
2022,Ramanathapuram,20.102
2022,Ramanathapuram,4.232
2022,Ramanathapuram,21.16
2022,Ramanathapuram,31.74
2022,Ramanathapuram,29.624
2022,Ramanathapuram,26.45
2022,Ramanathapuram,17.986
2022,Ramanathapuram,32.798
2022,Ramanathapuram,12.696
2022,Ramanathapuram,22.218
2022,Ramanathapuram,7.406
2022,Ramanathapuram,37.03
2022,Ramanathapuram,19.044
2022,Ramanathapuram,17.986
2022,Ramanathapuram,24.334
2022,Ramanathapuram,15.87
2022,Ramanathapuram,12.696
2022,Ramanathapuram,21.16
2022,Ramanathapuram,26.45
2022,Ramanathapuram,24.334
2022,Ramanathapuram,26.45
2022,Ramanathapuram,33.856
2022,Ramanathapuram,19.044
2022,Ramanathapuram,28.566
2022,Ramanathapuram,21.16
2022,Ramanathapuram,35.972
2022,Ramanathapuram,25.392
2022,Ramanathapuram,15.87
2022,Ramanathapuram,24.334
2022,Ramanathapuram,17.986
2022,Thanjavur,16.928
2022,Thanjavur,39.146
2022,Thanjavur,19.044
2022,Thanjavur,39.146
2022,Thanjavur,40.204
2022,Thanjavur,24.334
2022,Thanjavur,34.914
2022,Thanjavur,50.784
2022,Thanjavur,38.088
2022,Thanjavur,37.03
2022,Thanjavur,24.334
2022,Thanjavur,29.624
2022,Thanjavur,37.03
2022,Thanjavur,15.87
2022,Thanjavur,38.088
2022,Thanjavur,49.726
2022,Thanjavur,47.61
2022,Thanjavur,27.508
2022,Thanjavur,11.638
2022,Thanjavur,15.87
2022,Thanjavur,32.798
2022,Thanjavur,10.58
2022,Thanjavur,45.494
2022,Thanjavur,67.712
2022,Thanjavur,57.132
2022,Thanjavur,30.682
2022,Thanjavur,26.45
2022,Thanjavur,39.146
2022,Thanjavur,39.146
2022,Thanjavur,34.914
2022,Thanjavur,26.45
2022,Thanjavur,33.856
2022,Thanjavur,25.392
2022,Thanjavur,27.508
2022,Thanjavur,38.088
2022,Thanjavur,47.61
2022,Thanjavur,38.088
2022,Thanjavur,8.464
2022,Thanjavur,24.334
2022,Thanjavur,32.798
2022,Thanjavur,20.102
2022,Thanjavur,16.928
2022,Thanjavur,23.276
2022,Thanjavur,41.262
2022,Thanjavur,21.16
2022,Thanjavur,12.696
2022,Thanjavur,19.044
2022,Thanjavur,26.45
2022,Thanjavur,19.044
2022,Thanjavur,20.102
2022,Thanjavur,16.928
2022,Thanjavur,15.87
2022,Thanjavur,16.928
2022,Thanjavur,10.58
2022,Thanjavur,16.928
2022,Thanjavur,6.348
2022,Thanjavur,31.74
2022,Thanjavur,39.146
2022,Thanjavur,15.87
2022,Thanjavur,45.494
2022,Thanjavur,31.74
2022,Thanjavur,21.16
2022,Thanjavur,38.088
2022,Thanjavur,24.334
2022,Thanjavur,33.856
2022,Thanjavur,29.624
2022,Thanjavur,32.798
2022,Thanjavur,25.392
2022,Thanjavur,27.508
2022,Thanjavur,8.464
2022,Thanjavur,6.348
2022,Thanjavur,25.392
2022,Thanjavur,32.798
2022,Thanjavur,30.682
2022,Thanjavur,31.74
2022,Thanjavur,5.29
2022,Thanjavur,26.45
2022,Thanjavur,31.74
2022,Thanjavur,15.87
2022,Thanjavur,26.45
2022,Thanjavur,15.87
2022,Thanjavur,16.928
2022,Theni,31.74
2022,Theni,20.102
2022,Theni,30.682
2022,Theni,41.262
2022,Theni,9.522
2022,Theni,39.146
2022,Theni,20.102
2022,Theni,32.798
2022,Theni,27.508
2022,Theni,38.088
2022,Theni,26.45
2022,Theni,23.276
2022,The Nilgiris,34.914
2022,The Nilgiris,28.566
2022,The Nilgiris,40.204
2022,The Nilgiris,19.044
2022,The Nilgiris,29.624
2022,The Nilgiris,38.088
2022,The Nilgiris,22.218
2022,The Nilgiris,25.392
2022,The Nilgiris,21.16
2022,The Nilgiris,14.812
2022,The Nilgiris,24.334
2022,The Nilgiris,24.334
2022,The Nilgiris,16.928
2022,The Nilgiris,9.522
2022,The Nilgiris,20.102
2022,The Nilgiris,20.102
2022,The Nilgiris,20.102
2022,The Nilgiris,24.334
2022,The Nilgiris,27.508
2022,The Nilgiris,31.74
2022,The Nilgiris,27.508
2022,Salem,25.392
2022,Salem,38.088
2022,Salem,21.16
2022,Salem,37.03
2022,Salem,20.102
2022,Salem,27.508
2022,Salem,31.74
2022,Salem,26.45
2022,Salem,27.508
2022,Salem,26.45
2022,Salem,15.87
2022,Salem,37.03
2022,Salem,26.45
2022,Salem,9.522
2022,Salem,24.334
2022,Salem,11.638
2022,Salem,19.044
2022,Salem,26.45
2022,Salem,29.624
2022,Salem,28.566
2022,Salem,29.624
2022,Salem,24.334
2022,Salem,28.566
2022,Salem,40.204
2022,Salem,28.566
2022,Salem,31.74
2022,Salem,27.508
2022,Salem,7.406
2022,Salem,29.624
2022,Salem,28.566
2022,Salem,21.16
2022,Salem,30.682
2022,Salem,21.16
2022,Salem,11.638
2022,Salem,57.132
2022,Salem,29.624
2022,Salem,25.392
2022,Salem,23.276
2022,Salem,44.436
2022,Salem,32.798
2022,Ariyalur,15.87
2022,Ariyalur,11.638
2022,Ariyalur,28.566
2022,Ariyalur,29.624
2022,Ariyalur,29.624
2022,Ariyalur,0
2022,Ariyalur,33.856
2022,Ariyalur,77.234
2022,Ariyalur,39.146
2022,Ariyalur,5.29
2022,Ariyalur,23.276
2022,Ariyalur,34.914
2022,Ariyalur,20.102
2022,Ariyalur,31.74
2022,Ariyalur,29.624
2022,Ariyalur,15.87
2022,Ariyalur,20.102
2022,Ariyalur,27.508
2022,Ariyalur,31.74
2022,Ariyalur,7.406
2022,Ariyalur,13.754
2022,Ariyalur,13.754
2022,Ariyalur,14.812
2022,Ariyalur,20.102
2022,Ariyalur,25.392
2022,Ariyalur,28.566
2022,Ariyalur,17.986
2022,Ariyalur,23.276
2022,Ariyalur,17.986
2022,Ariyalur,26.45
2022,Ariyalur,25.392
2022,Ariyalur,23.276
2022,Ariyalur,33.856
2022,Ariyalur,30.682
2022,Ariyalur,34.914
2022,Ariyalur,34.914
2022,Ariyalur,35.972
2022,Ariyalur,40.204
2022,Ariyalur,37.03
2022,Ariyalur,28.566
2022,Ariyalur,30.682
2022,Cuddalore,43.378
2022,Cuddalore,0
2022,Cuddalore,35.972
2022,Cuddalore,13.754
2022,Cuddalore,23.276
2022,Cuddalore,25.392
2022,Cuddalore,20.102
2022,Cuddalore,28.566
2022,Cuddalore,0
2022,Cuddalore,12.696
2022,Cuddalore,0
2022,Cuddalore,11.638
2022,Cuddalore,21.16
2022,Cuddalore,12.696
2022,Cuddalore,40.204
2022,Cuddalore,20.102
2022,Cuddalore,23.276
2022,Cuddalore,23.276
2022,Cuddalore,25.392
2022,Cuddalore,32.798
2022,Cuddalore,33.856
2022,Cuddalore,35.972
2022,Cuddalore,26.45
2022,Cuddalore,14.812
2022,Cuddalore,24.334
2022,Cuddalore,23.276
2022,Cuddalore,29.624
2022,Cuddalore,17.986
2022,Cuddalore,22.218
2022,Cuddalore,33.856
2022,Cuddalore,21.16
2022,Cuddalore,30.682
2022,Cuddalore,30.682
2022,Cuddalore,17.986
2022,Cuddalore,29.624
2022,Cuddalore,44.436
2022,Cuddalore,27.508
2022,Cuddalore,23.276
2022,Cuddalore,24.334
2022,Cuddalore,28.566
2022,Vellore,38.088
2022,Vellore,45.494
2022,Vellore,9.522
2022,Vellore,62.422
2022,Vellore,37.03
2022,Vellore,12.696
2022,Vellore,26.45
2022,Vellore,32.798
2022,Vellore,32.798
2022,Vellore,41.262
2022,Vellore,35.972
2022,Vellore,24.334
2022,Vellore,33.856
2022,Vellore,23.276
2022,Vellore,24.334
2022,Vellore,43.378
2022,Vellore,27.508
2022,Vellore,30.682
2022,Vellore,21.16
2022,Vellore,30.682
2022,Vellore,27.508
2022,Vellore,37.03
2022,Vellore,22.218
2022,Vellore,40.204
2022,Vellore,27.508
2022,Vellore,25.392
2022,Vellore,32.798
2022,Vellore,20.102
2022,Vellore,24.334
2022,Vellore,24.334
2022,Vellore,28.566
2022,Vellore,31.74
2022,Vellore,32.798
2022,Vellore,17.986
2022,Vellore,26.45
2022,Nagapattinam,40.204
2022,Nagapattinam,39.146
2022,Nagapattinam,38.088
2022,Nagapattinam,10.58
2022,Nagapattinam,23.276
2022,Nagapattinam,29.624
2022,Nagapattinam,29.624
2022,Nagapattinam,28.566
2022,Nagapattinam,24.334
2022,Nagapattinam,22.218
2022,Nagapattinam,16.928
2022,Nagapattinam,42.32
2022,Nagapattinam,37.03
2022,Nagapattinam,32.798
2022,Nagapattinam,32.798
2022,Nagapattinam,55.016
2022,Nagapattinam,21.16
2022,Nagapattinam,22.218
2022,Nagapattinam,28.566
2022,Nagapattinam,35.972
2022,Nagapattinam,25.392
2022,Nagapattinam,23.276
2022,Nagapattinam,32.798
2022,Nagapattinam,30.682
2022,Nagapattinam,28.566
2022,Nagapattinam,23.276
2022,Nagapattinam,34.914
2022,Nagapattinam,67.712
2022,Nagapattinam,27.508
2022,Nagapattinam,23.276
2022,Nagapattinam,34.914
2022,Nagapattinam,30.682
2022,Nagapattinam,27.508
2022,Nagapattinam,33.856
2022,Nagapattinam,35.972
2022,NAGAPATTINAM,26.45
2022,NAGAPATTINAM,23.276
2022,NAGAPATTINAM,19.044
2022,NAGAPATTINAM,23.276
2022,NAGAPATTINAM,15.87
2022,NAGAPATTINAM,29.624
2022,NAGAPATTINAM,37.03
2022,NAGAPATTINAM,32.798
2022,NAGAPATTINAM,27.508
2022,NAGAPATTINAM,16.928
2022,Mayiladuthurai,16.928
2022,Mayiladuthurai,25.392
2022,Mayiladuthurai,19.044
2022,Mayiladuthurai,21.16
2022,Mayiladuthurai,30.682
2022,Mayiladuthurai,19.044
2022,Mayiladuthurai,33.856
2022,Mayiladuthurai,29.624
2022,Mayiladuthurai,23.276
2022,Mayiladuthurai,19.044
2022,Mayiladuthurai,21.16
2022,Mayiladuthurai,28.566
2022,Mayiladuthurai,31.74
2022,Mayiladuthurai,23.276
2022,Mayiladuthurai,32.798
2022,Mayiladuthurai,31.74
2022,Mayiladuthurai,38.088
2022,Mayiladuthurai,26.45
2022,Mayiladuthurai,33.856
2022,Mayiladuthurai,28.566
2022,Mayiladuthurai,40.204
2022,Mayiladuthurai,29.624
2022,Mayiladuthurai,24.334
2022,Mayiladuthurai,31.74
2022,Mayiladuthurai,29.624
2022,Mayiladuthurai,31.74
2022,Mayiladuthurai,30.682
2022,Mayiladuthurai,25.392
2022,Mayiladuthurai,29.624
2022,Mayiladuthurai,29.624
2022,Mayiladuthurai,37.03
2022,Mayiladuthurai,33.856
2022,Mayiladuthurai,24.334
2022,Mayiladuthurai,29.624
2022,Mayiladuthurai,17.986
2022,Mayiladuthurai,31.74
2022,Mayiladuthurai,30.682
2022,Mayiladuthurai,13.754
2023,Ariyalur,10.58
2023,Ariyalur,19.044
2023,Ariyalur,21.16
2023,Ariyalur,10.58
2023,Ariyalur,17.986
2023,Ariyalur,21.16
2023,Ariyalur,7.406
2023,Ariyalur,11.638
2023,Ariyalur,23.276
2023,Ariyalur,31.74
2023,Ariyalur,12.696
2023,Ariyalur,12.696
2023,Ariyalur,38.088
2023,Ariyalur,10.58
2023,Ariyalur,13.754
2023,Ariyalur,21.16
2023,Ariyalur,31.74
2023,Ariyalur,24.334
2023,Ariyalur,21.16
2023,Ariyalur,21.16
2023,Ariyalur,21.16
2023,Ariyalur,15.87
2023,Ariyalur,26.45
