Salt Type,Brand,PPM
Crystal,Annapoorani,19.0
Crystal,Idhayam,0.0
Refined,Aashirvaad,23.3
Refined,Annapoorani,19.0
Crystal,Escee Kristal,38.1
Crystal,Tata,49.7
Refined,Adithya,39.1
Crystal,Annapoorani,6.3
Crystal,Ayya ,6.3
Refined,Tata,36.0
Refined,i-FLO,30.7
Refined,Sakthi Salt ,33.6
Crystal,MS Salt ,0.0
Powder,MS Salt ,0.0
Crystal,Priyam ,28.6
Crystal,Anandhapurani Salt,30.7
Crystal,Annapurani,18.0
Crystal,Annapurna,43.4
Powder,SK Salt,14.8
Refined,Annanpurna,41.3
Refined,Aashirvaad,33.9
Crystal,MSP Salt,18.0
Crystal,SAKTHI GOLD,38.1
Refined,VKS TRUE SALT,36.0
Refined,AASHIRVAAD,55.0
Refined,ANNAPOORANI,32.8
Refined,I-GOLD,22.2
Refined,PATHANJALI ,26.5
Refined,Tata Salt Lite,31.7
Refined,TATA,38.1
Crystal,TATA,20.1
Crystal,Piriyam,21.2
Refined,ANNAPOORANI,42.3
Crystal,ANNAPOORANI GOLD,16.9
Crystal,TIRU ,28.6
Refined,AANANDHAPOORANI,20.1
Refined,i-FLO,39.1
Powder,MS,0.0
Crystal,ANNAPUSHPHA,5.3
Crystal,KITCHEN KING,1.1
Crystal,SK,1.1
Crystal,MS,0.0
Crystal,Senthil,0.0
Refined,Sakthi,19.0
Refined,MS ,61.4
Refined,Aashirvaad,43.4
Refined,Tru salt,41.3
Crystal,Amma salt,13.8
Crystal,Royal Gold,0.0
Crystal,Piriyam,45.5
Crystal,Ayangaran,0.0
Crystal,Raja,0.0
Crystal,Idhayam,0.0
Crystal,Dharma,0.0
Refined,I-Shakthi,26.5
Refined,Annapurna,41.3
Crystal,i-Care,44.4
Crystal,Raja Gold,0.0
Refined,Tata,33.9
Crystal,Annapurna,30.7
Crystal,Tru salt,29.6
Refined,Tru  salt,31.7
Crystal,Annapoorani,24.3
Powder,MS,0.0
Crystal,Ayngaran,8.5
Crystal,Annapoorani,7.4
Crystal,Amma,21.2
Crystal,i-FLO,39.1
Refined,I-Gold,10.6
Crystal,Tiru,13.8
Crystal,SSS,0.0
Crystal,AnnaPushpa,12.7
Crystal,Soni gold,0.0
Crystal,Idhayam,0.0
Crystal,Idhayam,0.0
Refined,Annapurna,19.0
Crystal,Idhayam,0.0
Crystal,Idhayam,0.0
Crystal,Ayngaran,21.2
Crystal,Ayngaran,20.1
Crystal,Idhayam,0.0
Crystal,Akil,31.7
Crystal,Idhayam,0.0
Crystal,Idhayam,0.0
Refined,Aanandhapurna,51.8
Crystal,Ayngaran,19.0
Crystal,Idhayam,0.0
Crystal,Idhayam,0.0
Crystal,Ayngaran,18.0
Refined,Annapoorani,22.2
Refined,Escee Kristal,8.5
Crystal,Trusalt,26.5
Crystal,Mullai,0.0
Refined,Piriyam,27.5
Refined,Annapoorani,25.4
Refined,Sakthi,43.4
Crystal,Piriyam,24.3
Crystal,Tata,28.6
Crystal,Amma,20.1
Crystal,Annapurna,40.2
Refined,i-FLO,18.0
Crystal,SK,0.0
Crystal,saravana,28.6
Refined,Aashirvaad,76.2
Refined,Pathanjali,25.4
Crystal,Tata,52.9
Refined,Priyam,25.4
Refined,Annapoorani,33.9
Crystal,MPS,9.5
Refined,Annapoorna,33.9
Crystal,Samudhra,32.8
Refined,Samudhra,28.6
Refined,I-Sakthi,39.1
Crystal,Annalakshmi,11.6
Refined,Subam,73.0
Refined,Day,20.1
Refined,Aasirvaad,47.6
Crystal,SUDHA ,36.0
Refined,I FLO,36.0
Refined,TATA,31.7
Refined,SUDHA ,83.6
Crystal,ANNAPURNA,31.7
Crystal,SSL,5.3
Powder,SUPER STAR,0.0
Crystal,AROKIYA,7.4
Crystal,SUDHA ,24.3
Crystal,SUN GOLD,0.0
Refined,SUDHA GOLD,45.5
Refined,TATA,33.9
Refined,SUDHA,37.0
Refined,TRUE,24.3
Crystal,VKS TRUE,16.9
Refined,AASHIRVAAD,49.7
Powder,BALA,0.0
Crystal,SSL,0.0
Crystal,DAVID,50.8
Crystal,SRS,15.9
Refined,TATA,32.8
Crystal,SUDHA,6.3
Refined,AASHIRVAAD,34.9
Refined,SUDHA,39.1
Refined,TATA,37.0
Crystal,SUDHA,27.5
Crystal,SUN GOLD,7.4
Powder,SRS,4.2
Crystal,SRS,3.2
Refined,SUDHA,23.3
Refined,MARVEL,36.0
Refined,AASHIRVAAD,41.3
Crystal,ANIL,69.8
Crystal,SAKTHI,0.0
Crystal,XCEEL,0.0
Crystal,SUSEE,9.5
Refined,SPRINKLE,27.5
Refined,AASHIRVAAD,40.2
Crystal,SUPER MAS,14.8
Powder,MSSM,0.0
Crystal,KRISTEL,28.6
Refined,KRISTEL,34.9
Crystal,ANNAPURNA,46.6
Crystal,SRI AMMAN,0.0
Crystal,SEA SUN,30.7
Refined,SUSEE,38.1
Crystal,SUDHA,33.9
Crystal,ANNAPOORNA,39.1
Crystal,ANIL,34.9
Refined,TATA,33.9
Crystal,SRI AMMAN,0.0
Refined,SPRINKLE,38.1
Refined,AASHIRVAAD,38.1
Refined,ANIL,40.2
Crystal,SUPER MAS,28.6
Refined,PREMIUAM,0.0
Crystal,KASTHURI,0.0
Crystal,SRI AMMAN,0.0
Crystal,GANESH,0.0
Powder,SST,0.0
Refined,SUDHA,48.7
Refined,Aashirvaad,63.5
Powder,KING,0.0
Powder,RAVI,28.6
Crystal,SUN GOLD,16.9
Refined,I FLO,18.0
Crystal,VKS TRUE,28.6
Crystal,SST,0.0
Crystal,SUDHA,19.0
Crystal,DAVID,34.9
Refined,Aashirvaad,61.4
Refined,Aashirvaad,57.1
Crystal,ANNAPOORNA,19.0
Crystal,KASTHURI,0.0
Crystal,VIMALA,0.0
Refined,SUDHA,34.9
Crystal,SUDHA,11.6
Refined,Aashirvaad,59.2
Refined,SPRINKLE,42.3
Refined,I FLO,28.6
Refined,DAVID,22.2
Crystal,SRS,7.4
Crystal,GANESH,0.0
Refined,KRISTEL,37.0
Refined,Aashirvaad,37.0
Crystal,MARINA,22.2
Crystal,KRISTEL,34.9
Crystal,SUSEE PRIMIUM,6.3
Refined,SPRINKLE,28.6
Powder,SUDHA,6.3
Powder,SUSEE,6.3
Refined,i-Flo,33.9
Crystal,SMT,7.4
Refined,Escee Kristal,38.1
Refined,Tata,33.9
Crystal,Annapurna,36.0
Refined,Seasun,44.4
Refined,Aashirvaad,59.2
Refined,MST Gold,26.5
Crystal,MST Gold,16.9
Refined,Sathyam,27.5
Crystal,Sathyam,21.2
Refined,Aashirvaad,47.6
Crystal,sowmiya,33.9
Refined,Amma,22.2
Refined,Trusalt,24.3
Refined,Aashirvaad,50.8
Crystal,Anil,33.9
Crystal,Senthil,0.0
Crystal,Ganga,42.3
Refined,PIriyam,41.3
Refined,Kayathri,34.9
Refined,Seasun,36.0
Powder,Sri Murugan,20.1
Crystal,Sri Murugan,30.7
Refined,Anil,24.3
Powder,Sri Murugan,0.0
Refined,Samudhra,28.6
Crystal,Sowmiya,23.3
Refined,Aashirvaad,44.4
Powder,Sri Murugan,11.6
Refined,Anil,32.8
Crystal,Sri Murugan,29.6
Refined,i-Flo,24.3
Refined,Anil,33.9
Refined,Samudhra,36.0
Crystal,Sowmiya,52.9
Refined,Aashirvaad,52.9
Powder,Sri Murugan,10.6
Crystal,Sathyam,29.6
Crystal,Escee Kristal,23.3
Refined,Sathyam,40.2
Refined,MST Gold,18.0
Crystal,Senthil,5.3
Crystal,Trusalt,43.4
Crystal,Malar,0.0
Refined,O Fresh,28.6
Refined,Annapurna,69.8
Refined,Trusalt,49.7
Crystal,Anil,24.3
Crystal,Swasthik,31.7
Crystal,Kayathri,18.0
Refined,Kayathri,16.9
Crystal,Senthil,0.0
Crystal,Sathyam,34.9
Refined,Sathyam,32.8
Crystal,Jet,0.0
Crystal,MST Gold,25.4
Refined,Aashirvaad,49.7
Refined,Sowmiya,12.7
Crystal,Anil,12.7
Refined,Sowmiya,96.3
Refined,Tata,36.0
Crystal,Escee Kristal,33.9
Refined,Saravana Salt,38.1
Crystal,Sowmiya,21.2
Crystal,Sri Murugan,31.7
Crystal,Annapurna,20.1
Refined,Sowmiya,33.9
Crystal,Adithya,36.0
Refined,Ganga,33.9
Crystal,Annapurna,29.6
Crystal,Senthil,0.0
Crystal,PIriyam,36.0
Refined,Trusalt,23.3
Crystal,Tiru,24.3
Refined,Marvel,50.8
Refined,Aashirvaad,49.7
Crystal,Suriya,31.7
Crystal,Anna,8.5
Refined,Aashirvaad,67.7
Crystal,Suriya,24.3
Refined,TATA,37.0
Crystal,TIRUMALA,27.5
Refined,TATA,38.1
Refined,Aashirvaad,64.5
Crystal,TIRUMALA,9.5
Refined,Aashirvaad,59.2
Crystal,NR,9.5
Refined,TATA,36.0
Crystal,NR,14.8
Refined,TATA,38.1
Refined,TATA,34.9
Crystal,SURYA,46.6
Refined,TATA,41.3
Crystal,SURYA,15.9
Crystal,SURYA,42.3
Refined,SURYA,15.9
Refined,TATA,34.9
Refined,Kristal,33.9
Crystal,ANNA,7.4
Crystal,BALAJE,2.1
Crystal,NEW STAR,2.1
Refined,Aashirvaad,61.4
Crystal,SAKTHI GOLD,34.9
Refined,TATA,37.0
Crystal,Saravana,38.1
Crystal,SSS,2.1
Refined,I-Shakti,24.3
Refined,TATA,38.1
Crystal,SLS,19.0
Refined,TATA,38.1
Crystal,SABAR,1.1
Crystal,SLS,0.0
Refined,TATA,39.1
Crystal,SABAR,16.9
Refined,Ananadhapoorna,13.8
Crystal,Suriya ,15.9
Refined,Ananadhapoorna,18.0
Refined,Aashirvaad,45.5
Crystal,Suriya ,31.7
Crystal,Ayngaran,6.3
Refined,Ayngaran,15.9
Crystal,A.R. Sakthi,7.4
Powder,A.R. Sakthi,13.8
Refined,Dimand,16.9
Refined,Aashirvaad,43.4
Crystal,Tiru salt,22.2
Refined,Marvel,15.9
Crystal,GKT,7.4
Crystal,Surya,40.2
Refined,Tata,29.6
Crystal,PIRIYAM,23.3
Refined,Aashirvaad,49.7
Crystal,Vks Adhithya,37.0
Crystal,Annapurna,38.1
Crystal,Mr.King,0.0
Crystal,Seasun,54.0
Crystal,RAJAPURNA,52.9
Refined,I-SHAKTI,27.5
Refined,Tata salt ,36.0
Crystal,Ganesh salt,10.6
Crystal,I flo ,33.9
Crystal,AR salt ,0.0
Refined,Surya salt ,39.1
Crystal,Ayngaran,0.0
Refined,Annapurna salt ,46.6
Refined,I gold ,26.5
Crystal,Suriya,66.7
Refined,Saravana salt ,31.7
Crystal,Murugan,8.5
Refined,I sakthi ,25.4
Crystal,Devi poorna ,6.3
Crystal,Trust crystal ,12.7
Refined,Aashirvaad,44.4
Refined,I gold ,26.5
Refined,Tata salt ,41.3
Crystal,PK salt ,26.5
Crystal,Rainbow,0.0
Crystal,Mr.King,0.0
Crystal,Tata,24.3
Crystal,Aanandham,15.9
Crystal,Trusalt,14.8
Refined,Tata,39.1
Crystal,Annapurna,45.5
Crystal,SST,0.0
Crystal,Sara,0.0
Crystal,Sri Naren,0.0
Refined,Tata,29.6
Crystal,Aanandham,2.1
Crystal,VKS,26.5
Refined,Arasu,34.9
Refined,Tata,34.9
Crystal,Annapurna,32.8
Refined,Aashirvaad,46.6
Crystal,Adithya,59.2
Crystal,Marina,7.4
Refined,Marina,28.6
Refined,Tata,32.8
Crystal,Trusalt,41.3
Crystal,Tata,3.2
Crystal,Kitchen Queen,1.1
Crystal,GKT,0.0
Crystal,ASP,0.0
Refined,SARGUNA,21.2
Refined,Tiru,0.0
Refined,Tata,70.9
Crystal,Tata,28.6
Crystal,Sree Naren,0.0
Refined,Tata,31.7
Crystal,RUCHI GOLD,0.0
Crystal,SS,9.5
Refined,Tata,33.9
Refined,I-GOLD,22.2
Crystal,SS,33.9
Refined,Aashirvaad,54.0
Refined,Adithya,23.3
Refined,Aashirvaad,50.8
Refined,I-Shakti,16.9
Crystal,SLS,46.6
Crystal,Adithya,11.6
Crystal,Tata,29.6
Crystal,Mr.Brite,27.5
Refined,Saravana,22.2
Refined,Annapurna,25.4
Crystal,PIRIYAM,20.1
Crystal,Escee Kristal,33.9
Refined,Tata,31.7
Crystal,Annapurna,30.7
Crystal,SLS ,3.2
Crystal,Sakthi Gold,6.3
Crystal,Trusalt,0.0
Crystal,Dinesh,0.0
Crystal,Marina,12.7
Crystal,Super Star,0.0
Crystal,Sudha,34.9
Crystal,Annam,0.0
Crystal,Rajapurana,23.3
Crystal,Sprinkle,36.0
Refined,Tata,31.7
Refined,Aanandam,22.2
Crystal,Tiru,21.2
Crystal,Tata,29.6
Refined,Marvel,30.7
Crystal,Suriya,51.8
Refined,Aashirvaad,41.3
Refined,Tata,37.0
Refined,I-Shakthi,37.0
Crystal,Superking,0.0
Refined,VKS-Ofresh,37.0
Refined,Sargunam,25.4
Crystal,Tata,28.6
Powder,Tiru,0.0
Refined,Escee Kristal,38.1
Crystal,Annapurna,40.2
Crystal,Senthil,2.1
Crystal,Tiru,18.0
Crystal,Adithya,59.2
Refined,Aashirvaad ,64.5
Crystal,i-Flo,29.6
Crystal,Tata,36.0
Crystal,Susee,13.8
Crystal,PIRIYAM,30.7
Refined,Annapoorna,42.3
Refined,TATA SALT,31.7
Crystal,Mr Brite,6.3
Refined,Sudha,20.1
Refined,Tata,30.7
Crystal,Tata,14.8
Refined,Aashirvaad,50.8
Crystal,Surya,24.3
Refined,Surya,23.3
Crystal,Garudan,37.0
Refined,BSC,45.5
Refined,I Shakthi,26.5
Refined,Annapoorna,39.1
Crystal,Surya,27.5
Crystal,Kasthuri,14.8
Refined,I-SHAKTI,27.5
Refined,TATA SALT,36.0
Crystal,Annapurna,26.5
Crystal,TATA SALT,31.7
Crystal,Surya,60.3
Crystal,SLS Gold,6.3
Refined,Aashirvaad,30.7
Crystal,TATA SALT,28.6
Crystal,Adithya,47.6
Crystal,Trusalt,26.5
Refined,Aashirvaad,67.7
Crystal,SACHU,7.4
Crystal,Escee Kristal,29.6
Crystal,Tata,32.8
Refined,i-Flo,16.9
Crystal,SLS Gold,32.8
Refined,I-Shakti,63.5
Crystal,Saravana Herbal,14.8
Crystal,Suriya,57.1
Crystal,Garudan,28.6
Crystal,Murugan,7.4
Refined,BSC,33.9
Crystal,Annapurna,40.2
Refined,Aashirvaad,69.8
Refined,Aashiravaad ,34.9
Crystal,Tata,39.1
Crystal,Escee Kristal,37.0
Refined,I-Sakthi ,15.9
Crystal,Power Horse,23.3
Refined,BSC,46.6
Crystal,MSP,45.5
Crystal,Annapurna,38.1
Crystal,Trusalt,30.7
Crystal,SLS,10.6
Refined,Marina ,7.4
Crystal,Surya,15.9
Crystal,Suriya,8.5
Crystal,Season,11.6
Refined,AASHIRVADD,54.0
Crystal,Raja Purna,8.5
Refined,Tata Salt,40.2
Crystal,Fresh Salt,31.7
Crystal,Raja Purna,34.9
Refined,Tata Salt,36.0
Refined,AASHIRVADD,56.1
Refined,Marvel Salt,52.9
Refined,Surya Salt,32.8
Crystal,Surya Salt,30.7
Crystal,Surya Salt,16.9
Refined,Seasun,19.0
Crystal,SLS,10.6
Refined,Amma,34.9
Crystal,Susee,6.3
Crystal,Seasun,6.3
Crystal,Sakthi Gold,6.3
Crystal,Kasthuri,12.7
Crystal,Susee,8.5
Refined,Aashirvaad,43.4
Refined,Shanmuga,47.6
Refined,Tata,33.9
Crystal,David,20.1
Crystal,Diamond,13.8
Refined,Aanandham,32.8
Crystal,Tata,20.1
Crystal,SLS Gold,25.4
Crystal,Saravana,23.3
Crystal,Seasun,63.5
Crystal,Diamond,27.5
Crystal,Seasun,7.4
Crystal,Susee,22.2
Crystal,Family Friend,0.0
Crystal,Marina,11.6
Crystal,Shanmuga,11.6
Crystal,Malar,0.0
Crystal,Malar,0.0
Refined,Shanmuga,29.6
Refined,Saravana,25.4
Crystal,Shanmuga,13.8
Refined,Saravana,30.7
Crystal,Saravana,21.2
Crystal,SLS Gold,14.8
Crystal,Seasun,48.7
Crystal,Diamond,9.5
Crystal,Vel Mururgan,0.0
Refined,sudha Gold,21.2
Refined,sprinkle,32.8
Crystal,malar,0.0
Crystal,SIVA,0.0
Crystal,Vel Mururgan,0.0
Crystal,sri Yoga,16.9
Refined,Aashirvaad,42.3
Refined,marina,16.9
Crystal,Marina ,22.2
Crystal,murugan salt,0.0
Powder,Nila salt,0.0
Refined,shanmuga salt,11.6
Crystal,i-Flo,34.9
Refined,I-Shakti,39.1
Crystal,SAMUDHRA,0.0
Crystal,i-FLO,27.5
Refined,Aanandhapurna,10.6
Crystal,Apple,0.0
Crystal,tata salt,26.5
Refined,i-Shathi,37.0
Crystal,Super Star,0.0
Crystal,SLS Gold,0.0
Powder,Kings,0.0
Refined,Kristee,14.8
Crystal,DLS,11.6
Refined,Magicook,8.5
Crystal,SAMUDHRA,0.0
Refined,Anil,56.1
Crystal,Kristee,0.0
Crystal,Vaigai,0.0
Crystal,Priya,0.0
Crystal,Thangathai,0.0
Crystal,Angel,0.0
Crystal,divya,0.0
Refined,saravana salt,38.1
Crystal,Rathinam Gold,40.2
Refined,sprinkle,36.0
Refined,sudha Gold,20.1
Crystal,i-Flo,30.7
Crystal,KSPS Subam,7.4
Refined,Kayathri,27.5
Crystal,sri Yoga,5.3
Crystal,malar,0.0
Crystal,M.S.P Gold,0.0
Crystal,MSV,0.0
Powder,Nila salt,0.0
Crystal,SAMUDHRA,0.0
Crystal,JAYA,0.0
Crystal,Vel Mururgan,0.0
Refined,Sagar,0.0
Crystal,Anil,14.8
Refined,sudha Gold,23.3
Crystal,Iswaryaa,0.0
Crystal,VVD PIRIYAM,21.2
Refined,Sprinkle,36.0
Crystal,Barani,0.0
Crystal,Iswaryaa,16.9
Refined,Iswaryaa,5.3
Refined,i-shakti,34.9
Crystal,sri Yoga,8.5
Crystal,AMS,0.0
Refined,Kayathri,21.2
Crystal,Thiru Murugan,0.0
Crystal,New dinesh,0.0
Refined,saravana salt,23.3
Crystal,sir bala ,0.0
Crystal,Super Star,0.0
Crystal,KSPS Subam,13.8
Crystal,malar,0.0
Refined,sudha Gold,13.8
Crystal,Marina salt,36.0
Crystal,special K.A.P,0.0
Crystal,New dinesh,0.0
Crystal,malar,0.0
Refined,sudha Gold,24.3
Crystal,Sri bala,0.0
Crystal,Vaigai,0.0
Crystal,divya,15.9
Crystal,sri Yoga,18.0
Crystal,malar,0.0
Crystal,sprinkle,28.6
Refined,sudha Gold,84.6
Refined,Aanandhapurna,40.2
Crystal,Raja,6.3
Crystal,Barani,24.3
Crystal,SKS GOLD ,21.2
Crystal,malar,3.2
Crystal,Super Star,0.0
Crystal,KSPS Subam,11.6
Crystal,anil,38.1
Crystal,saravana salt,58.2
Crystal,SKS GOLD ,48.7
Crystal,saravana salt,24.3
Crystal,sri Yoga,24.3
Crystal,Iswaryaa,4.2
Crystal,New dinesh,0.0
Refined,kristal salt,46.6
Crystal,Sathya ,0.0
Crystal,raja,5.3
Crystal,Apple,0.0
Refined,Sea sun,40.2
Refined,New piriyam salt,40.2
Refined,Aashirwad,51.8
Crystal,Seasun,12.7
Crystal,Iswaryaa,5.3
Refined,TATA,36.0
Refined,Sudha Gold,39.1
Crystal,SuperStar,0.0
Refined,I-Shakti,27.5
Crystal,Sudha  ,7.4
Crystal,Marvel,11.6
Refined,Day,21.2
Crystal,Tiru,22.2
Crystal,Sri yoga,7.4
Refined,Seasun,28.6
Crystal,Sathia,0.0
Refined,Subam,48.7
Refined,Kayathri,28.6
Refined,Saravana,19.0
Refined,Kristal,37.0
Crystal,Anil,30.7
Crystal,Kristal,34.9
Refined,Anil,46.6
Crystal,Shanmuga,20.1
Refined,Aditya,46.6
Refined,Kristal,37.0
Crystal,Kristal,31.7
Refined,I-Shakti,40.2
Refined,Saravana,8.5
Refined,Anil,39.1
Crystal,Saravana,10.6
Refined,Marvel,45.5
Refined,KSPS Subam,14.8
Refined,Subam,42.3
Refined,Aashirwad,33.9
Crystal,Senthil,4.2
Crystal,Shanmuga,24.3
Refined,KSPS Subam,9.5
Crystal,Sathia,0.0
Crystal,Iswaryaa,38.1
Refined,Kayathri,24.3
Refined,Aashirwad,47.6
Refined,Iswaryaa,21.2
Crystal,Marina,23.3
Crystal,Saravana,21.2
Crystal,AARA,0.0
Refined,I-Shakti,15.9
Refined,KSPS Subam,14.8
Refined,Tata,40.2
Crystal,TATA,45.5
Refined,Saravana,36.0
Crystal,Saravana,14.8
Refined,Aashirwad,41.3
Refined,Subam,55.0
Crystal,Murugan,7.4
Refined,Sprinkle,32.8
Crystal,Jayam,0.0
Crystal,Iswaryaa,15.9
Refined,Trusalt,15.9
Crystal,SHANMUGA,15.9
Refined,PRIYAM,34.9
Refined,SUBAM,64.5
Crystal,SARAVANA,31.7
Refined,ANNAPORANA,40.2
Refined,SEA SUN,32.8
Refined,Sudha,46.6
Refined,ANIL,31.7
Crystal,SUDA,8.5
Refined,Arasu,78.3
Refined,Priyam,27.5
Refined,Abarna,2.1
Refined,Sprinkle,31.7
Refined,Aashirvaad,44.4
Crystal,Sprinkle,29.6
Crystal,Shanmuga,12.7
Powder,Arasu,9.5
Crystal,Arasu,0.0
Refined,Sprinkle,31.7
Crystal,Sea Sun,28.6
Crystal,Piriyam,23.3
Crystal,Sprinkle,48.7
Refined,Seasun,31.7
Crystal,Escee Kristal,50.8
Refined,Priyam ,26.5
Crystal,Priyam ,24.3
Powder,Nila,4.2
Crystal,Samuthira,0.0
Powder,Arasu,14.8
Powder,Nila,0.0
Crystal,Arasu,0.0
Powder,Sri Bala,0.0
Powder,Mr.Kings,0.0
Refined,Fresh Salt,24.3
Crystal,Sprinkle,43.4
Crystal,Samuthra,0.0
Refined,Sprinkle,50.8
Refined,Ashoka,21.2
Crystal,Piriyam,21.2
Crystal,Sprinkle,32.8
Crystal,Samuthra,0.0
Crystal,Escee Kristal,26.5
Refined,Trusalt,36.0
Powder,SRS,16.9
Refined,Sudha,31.7
Rock Salt,Hindu Salt,0.0
Refined,Sprinkle,31.7
Crystal,Karthik,21.2
Crystal,Arasu,0.0
Crystal,Escee Kristal,39.1
Refined,Anil,26.5
Refined,Aashirvaad,40.2
Crystal,Sri Vtrivel Murugan,0.0
Crystal,SRS,12.7
Refined,Sprinkle,29.6
Crystal,Sprinkle,34.9
Crystal,Sudha,28.6
Crystal,Samuthra,0.0
Crystal,Samuthra,0.0
Crystal,Arasu,19.0
Crystal,SRS,9.5
Crystal,Saravana,44.4
Crystal,Sudha,36.0
Crystal,Samuthra,0.0
Crystal,Seasun,55.0
Crystal,I-Flo,24.3
Refined,Tata,38.1
Refined,I-Shakti,32.8
Crystal,Suriya,41.3
Crystal,Tata,57.1
Refined,PIriyam,29.6
Crystal,Trusalt,52.9
Refined,I-Shakti,34.9
Refined,Aashirwad,46.6
Refined,Suriya,38.1
Refined,Anil,30.7
Refined,Sprinkle,31.7
Crystal,PIriyam,22.2
Crystal,Tata,23.3
Refined,Tata,33.9
Crystal,Annapurna,30.7
Crystal,MSP,22.2
Crystal,SLS Gold,15.9
Powder,SLS,0.0
Refined,I-Shakti,47.6
Crystal,Annapurna,42.3
Refined,Aashirvaad,65.6
Refined,Tata,33.9
Refined,i-Flo,32.8
Refined,I-Shakti,29.6
Crystal,Sree naren,0.0
Refined,Diamond,41.3
Crystal,Tata,13.8
Refined,Sprinkle,48.7
Refined,Tata,37.0
Crystal,Little Horse,13.8
Refined,Annapurna,46.6
Refined,Anil,37.0
Crystal,Snow,0.0
Crystal,Tata,23.3
Crystal,Annapurna,38.1
Refined,Anandhapurna,28.6
Crystal,Suriya,30.7
Refined,Anandhapurna,29.6
Crystal,Shubha,37.0
Refined,Tata,46.6
Refined,Diamond,11.6
Crystal,Super King,0.0
Refined,Surya,52.9
Refined,Diamond,31.7
Crystal,Anandhapurani,0.0
Refined,Anandhapurani,19.0
Refined,Escee Kristal,40.2
Refined,Tata,38.1
Crystal,Annapurna,44.4
Crystal,Murugan,0.0
Refined,Suriya,36.0
Refined,Aashirvaad,47.6
Crystal,Tata,21.2
Refined,Tata,34.9
Crystal,Escee Kristal,44.4
Crystal,Ganga,30.7
Refined,I-Shakti,24.3
Crystal,Tata,32.8
Refined,Aashirvaad,49.7
Crystal,Saravana,0.0
Crystal,Tata,26.5
Refined,Tata,38.1
Refined,Marina,21.2
Crystal,Annapurna,29.6
Crystal,Seasun,13.8
Refined,Seasun,36.0
Refined,Tata,38.1
Refined,i-Flo,43.4
Crystal,Suriya,43.4
Refined,I-Shakti,25.4
Crystal,Ayngaran,5.3
Refined,Thilak,20.1
Refined,Annapurna,27.5
Refined,I-Shakti,29.6
Crystal,Suriya,13.8
Crystal,Annapurna,38.1
Refined,Apple,0.0
Crystal,Super Star,55.0
Crystal,i-Flo,63.5
Refined,Tata,41.3
Powder,Marina,13.8
Crystal,Tata,14.8
Refined,Tata,37.0
Refined,Jeevan,20.1
Crystal,Tata,23.3
Crystal,Annapurna,36.0
Crystal,i-Flo,16.9
Refined,Surya,58.2
Crystal,Trusalt,63.5
Crystal,Bheem,0.0
Crystal,Little Horse,9.5
Crystal,MSP,37.0
Crystal,Annapurna,30.7
Refined,Aashirvaad,51.8
Crystal,Annapurna,44.4
Refined,Suriya,34.9
Refined,Annapurna,54.0
Crystal,Suriya,30.7
Refined,Anna,30.7
Refined,Anil,44.4
Refined,Aashirvaad,39.1
Refined,Annapurna,29.6
Refined,Escee Kristal,37.0
Crystal,i-Flo,25.4
Crystal,Super Star,7.4
Refined,Tata,34.9
Refined,Aashirvaad,57.1
Refined,Escee Kristal,39.1
Refined,I-Shakti,22.2
Refined,Annapurna,32.8
Refined,Ayngaran,38.1
Refined,Tata,33.9
Crystal,Tata,31.7
Refined,Aashirvaad,44.4
Refined,Annapurna,33.9
Powder,MSP,28.6
Crystal,MSP Gold,20.1
Refined,Jeevan,24.3
Refined,Trusalt,42.3
Crystal,Adithya,14.8
Refined,Tata,36.0
Refined,Patanjali,20.1
Crystal,Tata,39.1
Crystal,Suriya,42.3
Refined,Tata,38.1
Crystal,Suriya,18.0
Refined,Suriya,61.4
Refined,Anandhapurani,38.1
Refined,Tata,38.1
Crystal,Trusalt,23.3
Crystal,Super Star,0.0
Refined,Anandham,31.7
Refined,Aashirvaad,42.3
Crystal,Suriya,20.1
Refined,Suriya,51.8
Refined,Escee Kristal,40.2
Crystal,Sakthi Crystal Salt,2.1
Crystal,Sprincle Crystal Salt,26.5
Crystal,S.K.S.Iodine Salt ,39.1
Refined,Anil Iodised Salt,31.7
Crystal,Tata Salt Crystal,43.4
Refined,I.Sakthi Iodine Salt,31.7
Refined,Ashirwad Iodised Salt,39.1
Refined,Tata Iodised Salt,36.0
Refined,Sprincle Iodised Salt,33.9
Crystal,Raja Iodised Salt,0.0
Refined,Subam Iodised salt,50.8
Crystal,Anil Iodised Salt,2.1
Refined,Marvel Iodised Salt,49.7
Refined,Tata Iodised Salt,36.0
Crystal,Superman Iodised  Salt,5.3
Crystal,Escee Kristal,45.5
Refined,Anil Iodised Salt,44.4
Refined,Aashirvad Iodine Salt ,45.5
Crystal,Sudha Iodised Salt,19.0
Refined,Sprinkle Salt Crystal,36.0
Crystal,ARR Iodine Salt,21.2
Crystal,Barani Iodised Salt,5.3
Refined,ESEE Crystal Salt,40.2
Refined,Sakthi Iodised Salt,33.9
Crystal,Anil Iodised Salt,30.7
Refined,Aashirvad Iodine Salt ,44.4
Crystal,SRS,11.6
Crystal,Thiru Salt,25.4
Refined,Solar White Gold,29.6
Refined,Aashirvad Iodine Salt ,55.0
Refined,Saravanan Salt,16.9
Refined,Piriyam,19.0
Refined,Sea Sun,56.1
Refined,Subam Iodised salt,64.5
Refined,Aashirvad Iodine Salt ,57.1
Refined,Sprinkle Salt Crystal,40.2
